Name	Description	chrom	type	start_hg19	end_hg19	strand	ts_id	gene_type	gene_status	loci_level	alias_symbol	official_name	nodes	SNP	SNP_chr	SNP_pos_hg19	distance	index
ENSG00000119927.9	GPAM	chr10	gene	113909624	113975135	-	ENSG00000119927.9	protein_coding	KNOWN	2	GPAM	GPAM	1	rs7903146	chr10	114758349	-848725	11
ENSG00000119913.4	TECTB	chr10	gene	114043493	114064793	+	ENSG00000119913.4	protein_coding	KNOWN	2	TECTB	TECTB	1	rs7903146	chr10	114758349	-714856	8
ENSG00000197142.6	ACSL5	chr10	gene	114133776	114188138	+	ENSG00000197142.6	protein_coding	KNOWN	2	ACSL5	ACSL5	1	rs7903146	chr10	114758349	-624573	6
ENSG00000023041.7	ZDHHC6	chr10	gene	114190058	114206672	-	ENSG00000023041.7	protein_coding	KNOWN	2	ZDHHC6	ZDHHC6	1	rs7903146	chr10	114758349	-568291	4
ENSG00000151532.9	VTI1A	chr10	gene	114206756	114578503	+	ENSG00000151532.9	protein_coding	KNOWN	2	VTI1A	VTI1A	1	rs7903146	chr10	114758349	-551593	2
ENSG00000148737.11	TCF7L2	chr10	gene	114710009	114927437	+	ENSG00000148737.11	protein_coding	KNOWN	2	TCF7L2	TCF7L2	1	rs7903146	chr10	114758349	-48340	1
ENSG00000148702.10	HABP2	chr10	gene	115310596	115349361	+	ENSG00000148702.10	protein_coding	KNOWN	2	HABP2	HABP2	1	rs7903146	chr10	114758349	552247	3
ENSG00000197893.8	NRAP	chr10	gene	115348475	115423805	-	ENSG00000197893.8	protein_coding	KNOWN	2	NRAP	NRAP	1	rs7903146	chr10	114758349	590126	5
ENSG00000165806.12	CASP7	chr10	gene	115438942	115490662	+	ENSG00000165806.12	protein_coding	KNOWN	2	CASP7	CASP7	1	rs7903146	chr10	114758349	680593	7
ENSG00000148735.10	C10orf81	chr10	gene	115511213	115543188	+	ENSG00000148735.10	protein_coding	KNOWN	2	C10orf81	PLEKHS1	1	rs7903146	chr10	114758349	752864	9
ENSG00000198924.3	DCLRE1A	chr10	gene	115594488	115614142	-	ENSG00000198924.3	protein_coding	KNOWN	2	DCLRE1A	DCLRE1A	1	rs7903146	chr10	114758349	836139	10
ENSG00000196865.4	NHLRC2	chr10	gene	115614420	115676953	+	ENSG00000196865.4	protein_coding	KNOWN	2	NHLRC2	NHLRC2	1	rs7903146	chr10	114758349	856071	12
ENSG00000203805.6	PPAPDC1A	chr10	gene	122216466	122349367	+	ENSG00000203805.6	protein_coding	KNOWN	2	PPAPDC1A	PPAPDC1A	1	rs72631105	chr10	122915345	-698879	5
ENSG00000177234.5	C10orf85	chr10	gene	122357721	122359629	+	ENSG00000177234.5	protein_coding	KNOWN	2	C10orf85	C10orf85	1	rs72631105	chr10	122915345	-557624	3
ENSG00000120008.10	WDR11	chr10	gene	122610695	122669036	+	ENSG00000120008.10	protein_coding	KNOWN	2	WDR11	WDR11	1	rs72631105	chr10	122915345	-304650	1
ENSG00000066468.14	FGFR2	chr10	gene	123237848	123357972	-	ENSG00000066468.14	protein_coding	KNOWN	2	FGFR2	FGFR2	1	rs72631105	chr10	122915345	322503	2
ENSG00000107669.12	ATE1	chr10	gene	123499939	123688316	-	ENSG00000107669.12	protein_coding	KNOWN	2	ATE1	ATE1	1	rs72631105	chr10	122915345	584594	4
ENSG00000107672.8	NSMCE4A	chr10	gene	123716603	123734732	-	ENSG00000107672.8	protein_coding	KNOWN	2	NSMCE4A	NSMCE4A	1	rs72631105	chr10	122915345	801258	6
ENSG00000138162.11	TACC2	chr10	gene	123748689	124014060	+	ENSG00000138162.11	protein_coding	KNOWN	1	TACC2	TACC2	1	rs72631105	chr10	122915345	833344	7
ENSG00000066468.14	FGFR2	chr10	gene	123237848	123357972	-	ENSG00000066468.14	protein_coding	KNOWN	2	FGFR2	FGFR2	1	rs2280141	chr10	124193181	-955333	19
ENSG00000107669.12	ATE1	chr10	gene	123499939	123688316	-	ENSG00000107669.12	protein_coding	KNOWN	2	ATE1	ATE1	1	rs2280141	chr10	124193181	-693242	15
ENSG00000107672.8	NSMCE4A	chr10	gene	123716603	123734732	-	ENSG00000107672.8	protein_coding	KNOWN	2	NSMCE4A	NSMCE4A	1	rs2280141	chr10	124193181	-476578	9
ENSG00000138162.11	TACC2	chr10	gene	123748689	124014060	+	ENSG00000138162.11	protein_coding	KNOWN	1	TACC2	TACC2	1	rs2280141	chr10	124193181	-444492	8
ENSG00000138152.7	BTBD16	chr10	gene	124030821	124097677	+	ENSG00000138152.7	protein_coding	KNOWN	2	BTBD16	BTBD16	1	rs2280141	chr10	124193181	-162360	5
ENSG00000107679.9	PLEKHA1	chr10	gene	124134173	124191867	+	ENSG00000107679.9	protein_coding	KNOWN	2	PLEKHA1	PLEKHA1	1	rs2280141	chr10	124193181	-59008	3
ENSG00000254636.1	ARMS2	chr10	gene	124214169	124216868	+	ENSG00000254636.1	protein_coding	KNOWN	2	ARMS2	ARMS2	1	rs2280141	chr10	124193181	20988	1
ENSG00000166033.6	HTRA1	chr10	gene	124221041	124274424	+	ENSG00000166033.6	protein_coding	KNOWN	2	HTRA1	HTRA1	1	rs2280141	chr10	124193181	27860	2
ENSG00000187908.9	DMBT1	chr10	gene	124320181	124403252	+	ENSG00000187908.9	protein_coding	KNOWN	2	DMBT1	DMBT1	1	rs2280141	chr10	124193181	127000	4
ENSG00000138161.8	CUZD1	chr10	gene	124591665	124639146	-	ENSG00000138161.8	protein_coding	KNOWN	2	CUZD1	CUZD1	1	rs2280141	chr10	124193181	398484	6
ENSG00000213185.2	FAM24B	chr10	gene	124608594	124639157	-	ENSG00000213185.2	protein_coding	KNOWN	2	FAM24B	FAM24B	1	rs2280141	chr10	124193181	415413	7
ENSG00000203795.2	FAM24A	chr10	gene	124670217	124672627	+	ENSG00000203795.2	protein_coding	KNOWN	2	FAM24A	FAM24A	1	rs2280141	chr10	124193181	477036	10
ENSG00000119965.8	C10orf88	chr10	gene	124690419	124713919	-	ENSG00000119965.8	protein_coding	KNOWN	2	C10orf88	C10orf88	1	rs2280141	chr10	124193181	497238	11
ENSG00000179988.8	PSTK	chr10	gene	124713897	124757029	+	ENSG00000179988.8	protein_coding	KNOWN	2	PSTK	PSTK	1	rs2280141	chr10	124193181	520716	12
ENSG00000095574.7	IKZF5	chr10	gene	124750322	124768333	-	ENSG00000095574.7	protein_coding	KNOWN	2	IKZF5	IKZF5	1	rs2280141	chr10	124193181	557141	13
ENSG00000196177.7	ACADSB	chr10	gene	124768495	124817827	+	ENSG00000196177.7	protein_coding	KNOWN	1	ACADSB	ACADSB	1	rs2280141	chr10	124193181	575314	14
ENSG00000188620.8	HMX3	chr10	gene	124895478	124899995	+	ENSG00000188620.8	protein_coding	KNOWN	2	HMX3	HMX3	1	rs2280141	chr10	124193181	702297	16
ENSG00000188816.3	HMX2	chr10	gene	124907638	124910188	+	ENSG00000188816.3	protein_coding	KNOWN	2	HMX2	HMX2	1	rs2280141	chr10	124193181	714457	17
ENSG00000154473.11	BUB3	chr10	gene	124913793	124924886	+	ENSG00000154473.11	protein_coding	KNOWN	2	BUB3	BUB3	1	rs2280141	chr10	124193181	720612	18
ENSG00000182208.8	MOB2	chr11	gene	1490687	1522477	-	ENSG00000182208.8	protein_coding	KNOWN	1	MOB2	MOB2	1	rs4929965	chr11	2197286	-706599	20
ENSG00000184545.6	DUSP8	chr11	gene	1575274	1593150	-	ENSG00000184545.6	protein_coding	KNOWN	2	DUSP8	DUSP8	1	rs4929965	chr11	2197286	-622012	19
ENSG00000244242.1	IFITM10	chr11	gene	1753640	1771821	-	ENSG00000244242.1	protein_coding	KNOWN	1	IFITM10	IFITM10	1	rs4929965	chr11	2197286	-443646	18
ENSG00000117984.8	CTSD	chr11	gene	1773982	1785222	-	ENSG00000117984.8	protein_coding	KNOWN	1	CTSD	CTSD	1	rs4929965	chr11	2197286	-423304	17
ENSG00000149043.11	SYT8	chr11	gene	1848709	1858751	+	ENSG00000149043.11	protein_coding	KNOWN	1	SYT8	SYT8	1	rs4929965	chr11	2197286	-348577	16
ENSG00000130598.11	TNNI2	chr11	gene	1860219	1862910	+	ENSG00000130598.11	protein_coding	KNOWN	2	TNNI2	TNNI2	1	rs4929965	chr11	2197286	-337067	15
ENSG00000130592.9	LSP1	chr11	gene	1874200	1913497	+	ENSG00000130592.9	protein_coding	KNOWN	1	LSP1	LSP1	1	rs4929965	chr11	2197286	-323086	14
ENSG00000184682.5	C11orf89	chr11	gene	1910375	1912084	-	ENSG00000184682.5	protein_coding	KNOWN	2	C11orf89	PRR33	1	rs4929965	chr11	2197286	-286911	13
ENSG00000130595.11	TNNT3	chr11	gene	1940792	1959936	+	ENSG00000130595.11	protein_coding	KNOWN	2	TNNT3	TNNT3	1	rs4929965	chr11	2197286	-256494	11
ENSG00000214026.6	MRPL23	chr11	gene	1968508	2005752	+	ENSG00000214026.6	protein_coding	KNOWN	1	MRPL23	MRPL23	1	rs4929965	chr11	2197286	-228778	10
ENSG00000167244.11	IGF2	chr11	gene	2150342	2182439	-	ENSG00000167244.11	protein_coding	KNOWN	2	IGF2	IGF2	1	rs4929965	chr11	2197286	-46944	3
ENSG00000254647.2	INS	chr11	gene	2181009	2182571	-	ENSG00000254647.2	protein_coding	KNOWN	2	INS	INS	1	rs4929965	chr11	2197286	-16277	2
ENSG00000180176.10	TH	chr11	gene	2185159	2193107	-	ENSG00000180176.10	protein_coding	KNOWN	2	TH	TH	1	rs4929965	chr11	2197286	-12127	1
ENSG00000183734.4	ASCL2	chr11	gene	2289725	2292182	-	ENSG00000183734.4	protein_coding	KNOWN	2	ASCL2	ASCL2	1	rs4929965	chr11	2197286	92439	4
ENSG00000110665.7	C11orf21	chr11	gene	2316875	2324279	-	ENSG00000110665.7	protein_coding	KNOWN	1	C11orf21	C11orf21	1	rs4929965	chr11	2197286	119589	5
ENSG00000064201.10	TSPAN32	chr11	gene	2323227	2339430	+	ENSG00000064201.10	protein_coding	KNOWN	2	TSPAN32	TSPAN32	1	rs4929965	chr11	2197286	125941	6
ENSG00000110651.6	CD81	chr11	gene	2397407	2418627	+	ENSG00000110651.6	protein_coding	KNOWN	1	CD81	CD81	1	rs4929965	chr11	2197286	200121	7
ENSG00000184281.10	TSSC4	chr11	gene	2421718	2425106	+	ENSG00000184281.10	protein_coding	KNOWN	1	TSSC4	TSSC4	1	rs4929965	chr11	2197286	224432	8
ENSG00000070985.8	TRPM5	chr11	gene	2425745	2444275	-	ENSG00000070985.8	protein_coding	KNOWN	2	TRPM5	TRPM5	1	rs4929965	chr11	2197286	228459	9
ENSG00000053918.10	KCNQ1	chr11	gene	2465914	2870221	+	ENSG00000053918.10	protein_coding	KNOWN	2	KCNQ1	KCNQ1	1	rs4929965	chr11	2197286	268628	12
ENSG00000167244.11	IGF2	chr11	gene	2150342	2182439	-	ENSG00000167244.11	protein_coding	KNOWN	2	IGF2	IGF2	1	rs2237895	chr11	2857194	-706852	20
ENSG00000254647.2	INS	chr11	gene	2181009	2182571	-	ENSG00000254647.2	protein_coding	KNOWN	2	INS	INS	1	rs2237895	chr11	2857194	-676185	19
ENSG00000180176.10	TH	chr11	gene	2185159	2193107	-	ENSG00000180176.10	protein_coding	KNOWN	2	TH	TH	1	rs2237895	chr11	2857194	-672035	18
ENSG00000183734.4	ASCL2	chr11	gene	2289725	2292182	-	ENSG00000183734.4	protein_coding	KNOWN	2	ASCL2	ASCL2	1	rs2237895	chr11	2857194	-567469	17
ENSG00000110665.7	C11orf21	chr11	gene	2316875	2324279	-	ENSG00000110665.7	protein_coding	KNOWN	1	C11orf21	C11orf21	1	rs2237895	chr11	2857194	-540319	16
ENSG00000064201.10	TSPAN32	chr11	gene	2323227	2339430	+	ENSG00000064201.10	protein_coding	KNOWN	2	TSPAN32	TSPAN32	1	rs2237895	chr11	2857194	-533967	15
ENSG00000110651.6	CD81	chr11	gene	2397407	2418627	+	ENSG00000110651.6	protein_coding	KNOWN	1	CD81	CD81	1	rs2237895	chr11	2857194	-459787	13
ENSG00000184281.10	TSSC4	chr11	gene	2421718	2425106	+	ENSG00000184281.10	protein_coding	KNOWN	1	TSSC4	TSSC4	1	rs2237895	chr11	2857194	-435476	12
ENSG00000070985.8	TRPM5	chr11	gene	2425745	2444275	-	ENSG00000070985.8	protein_coding	KNOWN	2	TRPM5	TRPM5	1	rs2237895	chr11	2857194	-431449	11
ENSG00000053918.10	KCNQ1	chr11	gene	2465914	2870221	+	ENSG00000053918.10	protein_coding	KNOWN	2	KCNQ1	KCNQ1	1	rs2237895	chr11	2857194	-391280	9
ENSG00000129757.8	CDKN1C	chr11	gene	2904443	2907111	-	ENSG00000129757.8	protein_coding	KNOWN	1	CDKN1C	CDKN1C	1	rs2237895	chr11	2857194	47249	1
ENSG00000254827.1	SLC22A18AS	chr11	gene	2909010	2924970	-	ENSG00000254827.1	protein_coding	KNOWN	2	SLC22A18AS	SLC22A18AS	1	rs2237895	chr11	2857194	51816	2
ENSG00000110628.9	SLC22A18	chr11	gene	2920951	2946476	+	ENSG00000110628.9	protein_coding	KNOWN	2	SLC22A18	SLC22A18	1	rs2237895	chr11	2857194	63757	3
ENSG00000181649.5	PHLDA2	chr11	gene	2949503	2950685	-	ENSG00000181649.5	protein_coding	KNOWN	2	PHLDA2	PHLDA2	1	rs2237895	chr11	2857194	92309	4
ENSG00000205531.6	NAP1L4	chr11	gene	2965661	3013607	-	ENSG00000205531.6	protein_coding	KNOWN	2	NAP1L4	NAP1L4	1	rs2237895	chr11	2857194	108467	5
ENSG00000110619.12	CARS	chr11	gene	3022152	3078843	-	ENSG00000110619.12	protein_coding	KNOWN	2	CARS	CARS	1	rs2237895	chr11	2857194	164958	6
ENSG00000021762.14	OSBPL5	chr11	gene	3108346	3187969	-	ENSG00000021762.14	protein_coding	KNOWN	2	OSBPL5	OSBPL5	1	rs2237895	chr11	2857194	251152	7
ENSG00000182170.3	MRGPRG	chr11	gene	3239174	3240043	-	ENSG00000182170.3	protein_coding	KNOWN	2	MRGPRG	MRGPRG	1	rs2237895	chr11	2857194	381980	8
ENSG00000184350.7	MRGPRE	chr11	gene	3248883	3253616	-	ENSG00000184350.7	protein_coding	KNOWN	2	MRGPRE	MRGPRE	1	rs2237895	chr11	2857194	391689	10
ENSG00000005801.11	ZNF195	chr11	gene	3360491	3400448	-	ENSG00000005801.11	protein_coding	KNOWN	1	ZNF195	ZNF195	1	rs2237895	chr11	2857194	503297	14
ENSG00000152268.8	SPON1	chr11	gene	13983914	14289646	+	ENSG00000152268.8	polymorphic_pseudogene	KNOWN	2	SPON1	SPON1	1	rs141521721	chr11	14763828	-779914	9
ENSG00000133818.8	RRAS2	chr11	gene	14299472	14386052	-	ENSG00000133818.8	protein_coding	KNOWN	2	RRAS2	RRAS2	1	rs141521721	chr11	14763828	-464356	8
ENSG00000129083.8	COPB1	chr11	gene	14464986	14521573	-	ENSG00000129083.8	protein_coding	KNOWN	1	COPB1	COPB1	1	rs141521721	chr11	14763828	-298842	6
ENSG00000129084.13	PSMA1	chr11	gene	14515329	14665181	-	ENSG00000129084.13	protein_coding	KNOWN	1	PSMA1	PSMA1	1	rs141521721	chr11	14763828	-248499	5
ENSG00000152270.4	PDE3B	chr11	gene	14665269	14892350	+	ENSG00000152270.4	protein_coding	KNOWN	1	PDE3B	PDE3B	1	rs141521721	chr11	14763828	-98559	1
ENSG00000186104.6	CYP2R1	chr11	gene	14899553	14913798	-	ENSG00000186104.6	protein_coding	KNOWN	1	CYP2R1	CYP2R1	1	rs141521721	chr11	14763828	135725	2
ENSG00000175868.9	CALCB	chr11	gene	14926543	15103888	+	ENSG00000175868.9	protein_coding	KNOWN	1	CALCB	CALCB	1	rs141521721	chr11	14763828	162715	3
ENSG00000110680.8	CALCA	chr11	gene	14988214	14993900	-	ENSG00000110680.8	protein_coding	KNOWN	2	CALCA	CALCA	1	rs141521721	chr11	14763828	224386	4
ENSG00000188487.6	INSC	chr11	gene	15133970	15268754	+	ENSG00000188487.6	protein_coding	KNOWN	1	INSC	INSC	1	rs141521721	chr11	14763828	370142	7
ENSG00000110696.4	C11orf58	chr11	gene	16634679	16778649	+	ENSG00000110696.4	protein_coding	KNOWN	1	C11orf58	C11orf58	1	rs5213	chr11	17408404	-773725	15
ENSG00000166689.9	PLEKHA7	chr11	gene	16799842	17035990	-	ENSG00000166689.9	protein_coding	KNOWN	1	PLEKHA7	PLEKHA7	1	rs5213	chr11	17408404	-608562	11
ENSG00000110700.2	RPS13	chr11	gene	17095936	17099334	-	ENSG00000110700.2	protein_coding	KNOWN	2	RPS13	RPS13	1	rs5213	chr11	17408404	-312468	7
ENSG00000011405.8	PIK3C2A	chr11	gene	17099277	17229530	-	ENSG00000011405.8	protein_coding	KNOWN	2	PIK3C2A	PIK3C2A	1	rs5213	chr11	17408404	-309127	6
ENSG00000070081.9	NUCB2	chr11	gene	17229700	17371521	+	ENSG00000070081.9	protein_coding	KNOWN	2	NUCB2	NUCB2	1	rs5213	chr11	17408404	-178704	5
ENSG00000187486.5	KCNJ11	chr11	gene	17407406	17410878	-	ENSG00000187486.5	protein_coding	KNOWN	2	KCNJ11	KCNJ11	1	rs5213	chr11	17408404	-998	1
ENSG00000006071.6	ABCC8	chr11	gene	17414432	17498449	-	ENSG00000006071.6	protein_coding	KNOWN	2	ABCC8	ABCC8	1	rs5213	chr11	17408404	6028	2
ENSG00000006611.10	USH1C	chr11	gene	17515442	17565963	-	ENSG00000006611.10	protein_coding	KNOWN	2	USH1C	USH1C	1	rs5213	chr11	17408404	107038	3
ENSG00000188162.6	OTOG	chr11	gene	17568920	17668697	+	ENSG00000188162.6	protein_coding	KNOWN	1	OTOG	OTOG	1	rs5213	chr11	17408404	160516	4
ENSG00000129152.3	MYOD1	chr11	gene	17741115	17743678	+	ENSG00000129152.3	protein_coding	KNOWN	2	MYOD1	MYOD1	1	rs5213	chr11	17408404	332711	8
ENSG00000129159.6	KCNC1	chr11	gene	17756359	17804602	+	ENSG00000129159.6	protein_coding	KNOWN	1	KCNC1	KCNC1	1	rs5213	chr11	17408404	347955	9
ENSG00000129158.5	SERGEF	chr11	gene	17809595	18034709	-	ENSG00000129158.5	protein_coding	KNOWN	1	SERGEF	SERGEF	1	rs5213	chr11	17408404	401191	10
ENSG00000129167.5	TPH1	chr11	gene	18039111	18063973	-	ENSG00000129167.5	protein_coding	KNOWN	2	TPH1	TPH1	1	rs5213	chr11	17408404	630707	12
ENSG00000166788.5	SAAL1	chr11	gene	18091482	18127638	-	ENSG00000166788.5	protein_coding	KNOWN	1	SAAL1	SAAL1	1	rs5213	chr11	17408404	683078	13
ENSG00000179826.5	MRGPRX3	chr11	gene	18142502	18160027	+	ENSG00000179826.5	protein_coding	KNOWN	2	MRGPRX3	MRGPRX3	1	rs5213	chr11	17408404	734098	14
ENSG00000179817.3	MRGPRX4	chr11	gene	18194384	18195827	+	ENSG00000179817.3	protein_coding	KNOWN	2	MRGPRX4	MRGPRX4	1	rs5213	chr11	17408404	785980	16
ENSG00000148965.4	SAA4	chr11	gene	18252896	18258440	-	ENSG00000148965.4	protein_coding	KNOWN	2	SAA4	SAA4	1	rs5213	chr11	17408404	844492	17
ENSG00000134339.4	SAA2	chr11	gene	18260770	18270190	-	ENSG00000134339.4	protein_coding	KNOWN	1	SAA2	SAA2	1	rs5213	chr11	17408404	852366	18
ENSG00000173432.6	SAA1	chr11	gene	18287721	18291524	+	ENSG00000173432.6	protein_coding	KNOWN	2	SAA1	SAA1	1	rs5213	chr11	17408404	879317	19
ENSG00000110756.12	HPS5	chr11	gene	18300223	18343745	-	ENSG00000110756.12	protein_coding	KNOWN	1	HPS5	HPS5	1	rs5213	chr11	17408404	891819	20
ENSG00000176697.12	BDNF	chr11	gene	27676440	27743605	-	ENSG00000176697.12	protein_coding	KNOWN	2	BDNF	BDNF	1	rs4923543	chr11	28534898	-858458	3
ENSG00000121621.5	KIF18A	chr11	gene	28042167	28129693	-	ENSG00000121621.5	protein_coding	KNOWN	2	KIF18A	KIF18A	1	rs4923543	chr11	28534898	-492731	2
ENSG00000169519.14	METTL15	chr11	gene	28129795	28355054	+	ENSG00000169519.14	protein_coding	KNOWN	2	METTL15	METTL15	1	rs4923543	chr11	28534898	-405103	1
ENSG00000049449.3	RCN1	chr11	gene	31833939	32127301	+	ENSG00000049449.3	protein_coding	KNOWN	1	RCN1	RCN1	1	rs145678014	chr11	32927778	-1093839	15
ENSG00000184937.8	WT1	chr11	gene	32409321	32457176	-	ENSG00000184937.8	protein_coding	KNOWN	1	WT1	WT1	1	rs145678014	chr11	32927778	-518457	9
ENSG00000149100.8	EIF3M	chr11	gene	32605344	32627808	+	ENSG00000149100.8	protein_coding	KNOWN	1	EIF3M	EIF3M	1	rs145678014	chr11	32927778	-322434	7
ENSG00000186714.8	CCDC73	chr11	gene	32623792	32816204	-	ENSG00000186714.8	protein_coding	KNOWN	2	CCDC73	CCDC73	1	rs145678014	chr11	32927778	-303986	6
ENSG00000135378.3	PRRG4	chr11	gene	32851489	32879669	+	ENSG00000135378.3	protein_coding	KNOWN	2	PRRG4	PRRG4	1	rs145678014	chr11	32927778	-76289	2
ENSG00000060749.9	QSER1	chr11	gene	32914724	33014862	+	ENSG00000060749.9	protein_coding	KNOWN	2	QSER1	QSER1	1	rs145678014	chr11	32927778	-13054	1
ENSG00000121690.5	DEPDC7	chr11	gene	33037410	33055128	+	ENSG00000121690.5	protein_coding	KNOWN	2	DEPDC7	DEPDC7	1	rs145678014	chr11	32927778	109632	3
ENSG00000176148.10	TCP11L1	chr11	gene	33060963	33127489	+	ENSG00000176148.10	protein_coding	KNOWN	1	TCP11L1	TCP11L1	1	rs145678014	chr11	32927778	133185	4
ENSG00000176102.6	CSTF3	chr11	gene	33098734	33183917	-	ENSG00000176102.6	protein_coding	KNOWN	2	CSTF3	CSTF3	1	rs145678014	chr11	32927778	170956	5
ENSG00000110422.7	HIPK3	chr11	gene	33278218	33378569	+	ENSG00000110422.7	protein_coding	KNOWN	2	HIPK3	HIPK3	1	rs145678014	chr11	32927778	350440	8
ENSG00000110427.9	C11orf41	chr11	gene	33563618	33695648	+	ENSG00000110427.9	protein_coding	KNOWN	1	C11orf41	KIAA1549L	1	rs145678014	chr11	32927778	635840	10
ENSG00000205177.5	C11orf91	chr11	gene	33719807	33722347	-	ENSG00000205177.5	protein_coding	KNOWN	2	C11orf91	C11orf91	1	rs145678014	chr11	32927778	792029	11.5
ENSG00000085063.10	CD59	chr11	gene	33719807	33757991	-	ENSG00000085063.10	protein_coding	KNOWN	1	CD59	CD59	1	rs145678014	chr11	32927778	792029	11.5
ENSG00000110429.8	FBXO3	chr11	gene	33762485	33796089	-	ENSG00000110429.8	protein_coding	KNOWN	1	FBXO3	FBXO3	1	rs145678014	chr11	32927778	834707	13
ENSG00000135363.7	LMO2	chr11	gene	33880122	33913836	-	ENSG00000135363.7	protein_coding	KNOWN	2	LMO2	LMO2	1	rs145678014	chr11	32927778	952344	14
ENSG00000135387.14	CAPRIN1	chr11	gene	34073230	34122703	+	ENSG00000135387.14	protein_coding	KNOWN	2	CAPRIN1	CAPRIN1	1	rs2767036	chr11	34982148	-908918	13
ENSG00000135372.4	NAT10	chr11	gene	34127149	34169217	+	ENSG00000135372.4	protein_coding	KNOWN	1	NAT10	NAT10	1	rs2767036	chr11	34982148	-854999	12
ENSG00000166016.4	ABTB2	chr11	gene	34172535	34379555	-	ENSG00000166016.4	protein_coding	KNOWN	2	ABTB2	ABTB2	1	rs2767036	chr11	34982148	-809613	11
ENSG00000121691.4	CAT	chr11	gene	34460472	34493609	+	ENSG00000121691.4	protein_coding	KNOWN	2	CAT	CAT	1	rs2767036	chr11	34982148	-521676	8
ENSG00000135374.5	ELF5	chr11	gene	34500340	34535352	-	ENSG00000135374.5	protein_coding	KNOWN	2	ELF5	ELF5	1	rs2767036	chr11	34982148	-481808	7
ENSG00000135373.8	EHF	chr11	gene	34642640	34682604	+	ENSG00000135373.8	protein_coding	KNOWN	1	EHF	EHF	1	rs2767036	chr11	34982148	-339508	5
ENSG00000149089.7	APIP	chr11	gene	34874641	34938046	-	ENSG00000149089.7	protein_coding	KNOWN	2	APIP	APIP	1	rs2767036	chr11	34982148	-107507	2
ENSG00000110435.6	PDHX	chr11	gene	34937376	35042138	+	ENSG00000110435.6	protein_coding	KNOWN	1	PDHX	PDHX	1	rs2767036	chr11	34982148	-44772	1
ENSG00000026508.11	CD44	chr11	gene	35160417	35253949	+	ENSG00000026508.11	protein_coding	KNOWN	1	CD44	CD44	1	rs2767036	chr11	34982148	178269	3
ENSG00000110436.6	SLC1A2	chr11	gene	35272753	35441610	-	ENSG00000110436.6	protein_coding	KNOWN	1	SLC1A2	SLC1A2	1	rs2767036	chr11	34982148	290605	4
ENSG00000149090.7	PAMR1	chr11	gene	35453370	35551848	-	ENSG00000149090.7	protein_coding	KNOWN	1	PAMR1	PAMR1	1	rs2767036	chr11	34982148	471222	6
ENSG00000179431.5	FJX1	chr11	gene	35639735	35642419	+	ENSG00000179431.5	protein_coding	KNOWN	2	FJX1	FJX1	1	rs2767036	chr11	34982148	657587	9
ENSG00000166326.5	TRIM44	chr11	gene	35684353	35829775	+	ENSG00000166326.5	protein_coding	KNOWN	2	TRIM44	TRIM44	1	rs2767036	chr11	34982148	702205	10
ENSG00000179241.7	LDLRAD3	chr11	gene	35965531	36253686	+	ENSG00000179241.7	protein_coding	KNOWN	2	LDLRAD3	LDLRAD3	1	rs2767036	chr11	34982148	983383	14
ENSG00000166181.8	API5	chr11	gene	43333513	43366079	+	ENSG00000166181.8	protein_coding	KNOWN	2	API5	API5	1	rs1061810	chr11	43877934	-544421	9
ENSG00000052841.9	TTC17	chr11	gene	43380482	43516483	+	ENSG00000052841.9	protein_coding	KNOWN	2	TTC17	TTC17	1	rs1061810	chr11	43877934	-497452	8
ENSG00000149084.7	HSD17B12	chr11	gene	43577986	43878167	+	ENSG00000149084.7	protein_coding	KNOWN	1	HSD17B12	HSD17B12	1	rs1061810	chr11	43877934	-299948	6
ENSG00000166199.8	ALKBH3	chr11	gene	43902361	43941816	+	ENSG00000166199.8	protein_coding	KNOWN	2	ALKBH3	ALKBH3	1	rs1061810	chr11	43877934	24427	1
ENSG00000187479.4	C11orf96	chr11	gene	43946892	43965888	+	ENSG00000187479.4	protein_coding	KNOWN	2	C11orf96	C11orf96	1	rs1061810	chr11	43877934	68958	2
ENSG00000205126.2	ACCSL	chr11	gene	44069531	44081527	+	ENSG00000205126.2	protein_coding	KNOWN	2	ACCSL	ACCSL	1	rs1061810	chr11	43877934	191597	3
ENSG00000110455.9	ACCS	chr11	gene	44087475	44105772	+	ENSG00000110455.9	protein_coding	KNOWN	2	ACCS	ACCS	1	rs1061810	chr11	43877934	209541	4
ENSG00000151348.9	EXT2	chr11	gene	44117099	44266979	+	ENSG00000151348.9	protein_coding	KNOWN	2	EXT2	EXT2	1	rs1061810	chr11	43877934	239165	5
ENSG00000052850.5	ALX4	chr11	gene	44281994	44331716	-	ENSG00000052850.5	protein_coding	KNOWN	2	ALX4	ALX4	1	rs1061810	chr11	43877934	404060	7
ENSG00000085117.7	CD82	chr11	gene	44585977	44641913	+	ENSG00000085117.7	protein_coding	KNOWN	1	CD82	CD82	1	rs1061810	chr11	43877934	708043	10
ENSG00000157570.7	TSPAN18	chr11	gene	44748015	44953972	+	ENSG00000157570.7	protein_coding	KNOWN	1	TSPAN18	TSPAN18	1	rs1061810	chr11	43877934	870081	11
ENSG00000019485.8	PRDM11	chr11	gene	45115564	45247734	+	ENSG00000019485.8	protein_coding	KNOWN	2	PRDM11	PRDM11	1	rs7115753	chr11	45912013	-796449	18
